Wallet,Farm,Pid,Amount,Formatted Amount,Token,Symbol,Accumulated Reward Per Share,RewardDebt,Pending ORI,Pending JUMP,Formatted Pending ORI,Formatted Pending JUMP
0x013a5b01f4c5B7B4e8051B901a513ec8F094BF97,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,1,3666600186289404408,3.666600186289404,0x0433305Ae161d28eD1408D11581610339dfC9BE4,HLP,14210101303971,19475403632403744682,32627356455927636000,6525471291185527000,32.62735645592764,6.525471291185527
0x015E0Fb92B266c4afe21fdF9D5136a5c2BbC5926,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,1,39443117,3.9443117e-11,0x0433305Ae161d28eD1408D11581610339dfC9BE4,HLP,14210101303971,159659672,400831016.31438076,80166203.26287615,4.0083101631438076e-10,8.016620326287616e-11
0x015fC0f9A30B6353B6eA191D7c4bA6c8AADE92D7,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,3,100985189259,1.00985189259e-7,0x50Cc648E45B84D68405BA0707e94c507b08e593d,HLP,10897474520472299023,4728835387638853,1095754691507386600,219150938301477300,1.0957546915073866,0.2191509383014773
0x0173D4A45aA7B893202475d260fb54D050aFBD55,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,2,45881889564260481641,45.88188956426048,0x483D07BC99CdD1DF66F64aE0A769A70725C46fA4,HLP,8815332585594,148859744626176317694,255604371538274400000,51120874307654880000,255.6043715382744,51.12087430765488
0x0174b0992a5C6Cc8cb55319a3Fbb9994e588AAf6,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,2,48002045599283563,0.04800204559928356,0x483D07BC99CdD1DF66F64aE0A769A70725C46fA4,HLP,8815332585594,833851821226309,422320144925307140,84464028985061420,0.4223201449253071,0.08446402898506142
0x01D07347ef0cA54bbf85F03611c93897c8E9D652,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,1,80927761308697681907,80.92776130869767,0x0433305Ae161d28eD1408D11581610339dfC9BE4,HLP,14210101303971,510748726502329437321,639242959997849200000,127848591999569840000,639.2429599978492,127.84859199956983
0x01Dd463f3E0c8944D2050DA3cbbC22B520433708,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,1,24677959395971400,0.0246779593959714,0x0433305Ae161d28eD1408D11581610339dfC9BE4,HLP,14210101303971,101251583384621756,249424719607414850,49884943921482970,0.24942471960741486,0.04988494392148297
0x01e4A7d29168e8C62Dc1Bc91B9867c78b0304D9b,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,1,24738537996299852,0.024738537996299853,0x0433305Ae161d28eD1408D11581610339dfC9BE4,HLP,14210101303971,101499965397754612,250037165641802000,50007433128360400,0.250037165641802,0.0500074331283604
0x01Ea4916ef200059DECBbC31B6AF92C1aEf8aA1c,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,1,14343762122046048059,14.343762122046048,0x0433305Ae161d28eD1408D11581610339dfC9BE4,HLP,14210101303971,144494257133526202024,59332055700810190000,11866411140162038000,59.33205570081019,11.866411140162038
0x01F73549b5078a27d8a5d1df43F483c1c49daF45,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,1,39443117,3.9443117e-11,0x0433305Ae161d28eD1408D11581610339dfC9BE4,HLP,14210101303971,159662883,400827805.31438076,80165561.06287615,4.008278053143808e-10,8.016556106287615e-11
0x01Ffa506217d21Bc51Bb14bDe45D5Bc14092368e,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,2,24184025406308153,0.02418402540630815,0x483D07BC99CdD1DF66F64aE0A769A70725C46fA4,HLP,8815332585594,491787328415293,212698439886646100,42539687977329224,0.2126984398866461,0.042539687977329224
0x021463f7871a52406F55Db952c97d68Fba69381e,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,1,39443117,3.9443117e-11,0x0433305Ae161d28eD1408D11581610339dfC9BE4,HLP,14210101303971,159664245,400826443.31438076,80165288.66287616,4.0082644331438074e-10,8.016528866287616e-11
0x021E6E2e2617553C0E46c2fBa6230511305c98Cb,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,2,31814783449771929,0.03181478344977193,0x483D07BC99CdD1DF66F64aE0A769A70725C46fA4,HLP,8815332585594,4289831283534204,276168065964856960,55233613192971390,0.27616806596485693,0.05523361319297139
0x0222a4a4257610153DCd110fF23249b53d841269,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,1,39443117,3.9443117e-11,0x0433305Ae161d28eD1408D11581610339dfC9BE4,HLP,14210101303971,159650165,400840523.31438076,80168104.66287616,4.0084052331438075e-10,8.016810466287616e-11
0x0230C65A6d9d0881579b80F81a5559B650Bd79D4,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,1,32982612953209599807,32.982612953209596,0x0433305Ae161d28eD1408D11581610339dfC9BE4,HLP,14210101303971,132551379396661194152,336134891938113300000,67226978387622670000,336.1348919381133,67.22697838762267
0x023C02087bD2bF2AebfB4c323936d0f7EcB71c93,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,2,990000000000000000,0.99,0x483D07BC99CdD1DF66F64aE0A769A70725C46fA4,HLP,8815332585594,56084351546520000,8671094908191540000,1734218981638308000,8.67109490819154,1.734218981638308
0x02403BA61ed817a87B46A69Ac98D6ADd69f55cB1,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,1,39443117,3.9443117e-11,0x0433305Ae161d28eD1408D11581610339dfC9BE4,HLP,14210101303971,159638087,400852601.31438076,80170520.26287615,4.0085260131438076e-10,8.017052026287616e-11
0x0244480CBbAF1DdCa3E5d487eD4e66ba80C371Fe,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,1,69963262315391455301,69.96326231539146,0x0433305Ae161d28eD1408D11581610339dfC9BE4,HLP,14210101303971,521406534324087205338,472778510733922100000,94555702146784410000,472.7785107339221,94.55570214678441
0x024c36feb585d62A1358373236F34D7146D15E71,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,3,49332423513,4.9332423513e-8,0x50Cc648E45B84D68405BA0707e94c507b08e593d,HLP,10897474520472299023,2024220948717567,535574607317348500,107114921463469700,0.5355746073173485,0.1071149214634697
0x02579637ae36b0b0fdf96ad94925193728272dB5,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,1,132098631505022138,0.13209863150502216,0x0433305Ae161d28eD1408D11581610339dfC9BE4,HLP,14210101303971,598898888728946092,1278236047073353700,255647209414670750,1.2782360470733538,0.25564720941467073
0x027A3dCfED8d7F98aB9812030E98e2AB2a4a57CB,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,1,39443117,3.9443117e-11,0x0433305Ae161d28eD1408D11581610339dfC9BE4,HLP,14210101303971,159654758,400835930.31438076,80167186.06287615,4.0083593031438074e-10,8.016718606287615e-11
0x02975d3F90EB8607359372D6c22e3229f98a6837,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,2,87992236979804099267,87.99223697980409,0x483D07BC99CdD1DF66F64aE0A769A70725C46fA4,HLP,8815332585594,2529492093960412955,773151341833416000000,154630268366683180000,773.1513418334159,154.63026836668317
0x02a7550693D0fe093E0646b1c9faa9b1D8856b0a,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,2,48935058443820789,0.04893505844382079,0x483D07BC99CdD1DF66F64aE0A769A70725C46fA4,HLP,8815332585594,882519303381866,430496295974378300,86099259194875660,0.43049629597437833,0.08609925919487567
0x02da6e2cbcc167182F7e3FCC9EC05d916DE78f3e,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,2,106620814393452514923,106.6208143934525,0x483D07BC99CdD1DF66F64aE0A769A70725C46fA4,HLP,8815332585594,455292013933823278225,484605925491348340000,96921185098269670000,484.60592549134833,96.92118509826967
0x02e6c2E7b95BD928b12D65DdC5c0166c3290fB2c,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,1,39443117,3.9443117e-11,0x0433305Ae161d28eD1408D11581610339dfC9BE4,HLP,14210101303971,159636068,400854620.31438076,80170924.06287615,4.0085462031438077e-10,8.017092406287615e-11
0x033Ade6600Cc34E5E8C07c173fe2E07B1C12a6A3,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,17,24135269296051385200,24.135269296051383,0xd93aEBdc2546cEB0aAfA0bF6C282a699a816659c,HLP,93726517437,1374884023371188717,887230715151862000,177446143030372400,0.887230715151862,0.17744614303037243
0x035eF354C0a6B61EE95278de96598508d2da3e5d,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,1,39443117,3.9443117e-11,0x0433305Ae161d28eD1408D11581610339dfC9BE4,HLP,14210101303971,159636229,400854459.31438076,80170891.86287615,4.008544593143808e-10,8.017089186287614e-11
0x03B373938BB20535D141A26a3bfc46460D5FDf63,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,1,2947610303173875772,2.947610303173876,0x0433305Ae161d28eD1408D11581610339dfC9BE4,HLP,14210101303971,15013670784243754979,26872170228485693000,5374434045697139000,26.872170228485693,5.3744340456971385
0x03B373938BB20535D141A26a3bfc46460D5FDf63,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,2,21133906104706590688,21.13390610470659,0x483D07BC99CdD1DF66F64aE0A769A70725C46fA4,HLP,8815332585594,6973878883801140949,179328532261902800000,35865706452380560000,179.3285322619028,35.865706452380564
0x03c4CB5A2D8AD62aA33d4AA128725610a01B962D,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,3,26248754662871,0.000026248754662871,0x50Cc648E45B84D68405BA0707e94c507b08e593d,HLP,10897474520472299023,1013679382093228030,285031455750671960000,57006291150134395000,285.03145575067197,57.006291150134395
0x03De24273dd06EE8Dd8cEF4F6D887E554121F3C6,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,1,101798688999227387,0.1017986889992274,0x0433305Ae161d28eD1408D11581610339dfC9BE4,HLP,14210101303971,414440538877841038,1032129144412618600,206425828882523700,1.0321291444126186,0.2064258288825237
0x03De24273dd06EE8Dd8cEF4F6D887E554121F3C6,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,2,171390712486310426,0.17139071248631044,0x483D07BC99CdD1DF66F64aE0A769A70725C46fA4,HLP,8815332585594,5523627752977326,1505342504895767600,301068500979153540,1.5053425048957676,0.30106850097915355
0x03eCd356F48fc9582a1E040D01600aeE4De0a758,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,3,199339356130,1.9933935613e-7,0x50Cc648E45B84D68405BA0707e94c507b08e593d,HLP,10897474520472299023,7574337167528378,2164721217186500400,432944243437300100,2.1647212171865005,0.4329442434373001
0x044334d66A94C895ea2E3aF7118405fA743F8095,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,2,359698871059948,0.000359698871059948,0x483D07BC99CdD1DF66F64aE0A769A70725C46fA4,HLP,8815332585594,8237327716667,3162627851339467,632525570267893.4,0.003162627851339467,0.0006325255702678933
0x046e02933840F9095F28A11B02887893C9a79d83,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,2,95688486131088967,0.09568848613108896,0x483D07BC99CdD1DF66F64aE0A769A70725C46fA4,HLP,8815332585594,1759079437584454,841766750419963500,168353350083992700,0.8417667504199635,0.16835335008399271
0x04Ae0a73CeDAAe242d51713a9927eBFa2D01380D,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,19,258317429040,2.5831742904e-7,0xe200510dC1F28b53C1b1f629861ddE4f8B06B373,HLP,2482927925137986442317,1159340142252933324,640224217971013300000,128044843594202660000,640.2242179710133,128.04484359420266
0x04c911E173cf95Bd21E517e887E329ffdd73134A,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,1,39443117,3.9443117e-11,0x0433305Ae161d28eD1408D11581610339dfC9BE4,HLP,14210101303971,159642436,400848252.31438076,80169650.46287616,4.0084825231438076e-10,8.016965046287615e-11
0x04DFbCDcD02f8D69528B4339543A01021Ca92431,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,1,39443117,3.9443117e-11,0x0433305Ae161d28eD1408D11581610339dfC9BE4,HLP,14210101303971,159657578,400833110.31438076,80166622.06287615,4.0083311031438074e-10,8.016662206287615e-11
0x04e7736A6EA225Be55Bf37C0a2B725Bd66290cb7,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,1,124808723291596995764,124.80872329159699,0x0433305Ae161d28eD1408D11581610339dfC9BE4,HLP,14210101303971,1489785381604793291981,283759219988084820000,56751843997616960000,283.7592199880848,56.751843997616966
0x04e7736A6EA225Be55Bf37C0a2B725Bd66290cb7,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,8,2962586167812,0.000002962586167812,0xF70a9Af9f581c2F752Acc779148712c43E58d2f0,HLP,14454467689890940716,36817545857720578424,6005060183435792000,1201012036687158500,6.005060183435792,1.2010120366871586
0x04e96CDcFbccE8c972C5f976117784933E0Cc6af,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,3,783465946768,7.83465946768e-7,0x50Cc648E45B84D68405BA0707e94c507b08e593d,HLP,10897474520472299023,32053181840314313,8505747010721672000,1701149402144334300,8.505747010721672,1.7011494021443343
0x0520ddB05847aE0c5c24fe4a372D8c4f94bde323,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,1,39443117,3.9443117e-11,0x0433305Ae161d28eD1408D11581610339dfC9BE4,HLP,14210101303971,159661441,400829247.31438076,80165849.46287616,4.008292473143808e-10,8.016584946287615e-11
0x0536Fcb4948b7CfCbBdfe8e9B247489B49E6f79d,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,1,7390622239052124903,7.390622239052125,0x0433305Ae161d28eD1408D11581610339dfC9BE4,HLP,14210101303971,89896288176756329741,15125202539555340000,3025040507911068000,15.12520253955534,3.025040507911068
0x0536Fcb4948b7CfCbBdfe8e9B247489B49E6f79d,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,3,42158880864,4.2158880864e-8,0x50Cc648E45B84D68405BA0707e94c507b08e593d,HLP,10897474520472299023,305760154267623724,153665175759443460,30733035151888692,0.15366517575944347,0.03073303515188869
0x0536Fcb4948b7CfCbBdfe8e9B247489B49E6f79d,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,19,8584071283,8.584071283e-9,0xe200510dC1F28b53C1b1f629861ddE4f8B06B373,HLP,2482927925137986442317,12346243881407854769,8967386418527910000,1793477283705582000,8.96738641852791,1.7934772837055821
0x0536Fcb4948b7CfCbBdfe8e9B247489B49E6f79d,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,22,2060266544064,0.000002060266544064,0x1935776c366db172a3c4881c7548Cd35D7457c5c,HLP,118681953263025278493,244104969884445934592,411487807532302340,82297561506460460,0.41148780753230235,0.08229756150646046
0x054A604A0778F644Bf29322D800061fAF70D200D,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,1,39443117,3.9443117e-11,0x0433305Ae161d28eD1408D11581610339dfC9BE4,HLP,14210101303971,159658142,400832546.31438076,80166509.26287615,4.0083254631438075e-10,8.016650926287615e-11
0x058eB2f232FBe4f07cC3A1ddb55c2aAc369973d4,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,19,258317429040,2.5831742904e-7,0xe200510dC1F28b53C1b1f629861ddE4f8B06B373,HLP,2482927925137986442317,1161340782692172589,640222217330574100000,128044443466114830000,640.2222173305742,128.0444434661148
0x059A36Df4483049F8B31B50afBbE5043c3C9172e,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,1,311459840167796414650,311.4598401677964,0x0433305Ae161d28eD1408D11581610339dfC9BE4,HLP,14210101303971,3917708333290185916228,508167547612816740000,101633509522563350000,508.16754761281675,101.63350952256334
0x05e45ebBFD62b5E448e0073ABFB4a956FE13f4d1,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,1,410484997238003931119,410.4849972380039,0x0433305Ae161d28eD1408D11581610339dfC9BE4,HLP,14210101303971,5611827030897812142685,221206363614479400000,44241272722895880000,221.2063636144794,44.24127272289588
0x05F4ccFe7747aA083954F54C6c67e93882c6428C,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,1,14555640353191931870,14.555640353191931,0x0433305Ae161d28eD1408D11581610339dfC9BE4,HLP,14210101303971,105052408157471733233,101784715805553850000,20356943161110770000,101.78471580555386,20.35694316111077
0x060eF66D57F7ae0505d596f6DA65EB5c779f9eEb,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,1,20082107684504088952,20.082107684504088,0x0433305Ae161d28eD1408D11581610339dfC9BE4,HLP,14210101303971,186203147550675656523,99165637043381930000,19833127408676385000,99.16563704338193,19.833127408676386
0x0625F1330Def2f8d2Ad64dbbF62eCC6fD0b9efd7,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,2,48808405909893818,0.04880840590989382,0x483D07BC99CdD1DF66F64aE0A769A70725C46fA4,HLP,8815332585594,863579415183466,429398751653202240,85879750330640450,0.42939875165320224,0.08587975033064045
0x0640629e8f7eD42fFea9c97261f8Ad4a4dAe7538,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,3,1795502211376,0.000001795502211376,0x50Cc648E45B84D68405BA0707e94c507b08e593d,HLP,10897474520472299023,83618812951776653,19482820786969854000,3896564157393970700,19.482820786969853,3.896564157393971
0x06431c3ff81f1e43De3Cd63265b56C2F6562041f,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,2,1827618198367680005,1.82761819836768,0x483D07BC99CdD1DF66F64aE0A769A70725C46fA4,HLP,8815332585594,37612212849988554,16073450045245220000,3214690009049044000,16.07345004524522,3.214690009049044
0x0662D622C50708aAe5dFe599fe9589dB1D143157,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,1,39443117,3.9443117e-11,0x0433305Ae161d28eD1408D11581610339dfC9BE4,HLP,14210101303971,159636875,400853813.31438076,80170762.66287616,4.0085381331438076e-10,8.017076266287616e-11
0x06679A4BFDf36E45f35D4486E662e59F27C5C84f,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,1,39443117,3.9443117e-11,0x0433305Ae161d28eD1408D11581610339dfC9BE4,HLP,14210101303971,159640988,400849700.31438076,80169940.06287615,4.0084970031438077e-10,8.016994006287615e-11
0x067Ef3c16F47cca6a3ACB5942C6D4BC89Ed0A8B1,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,1,7451866787125407498,7.451866787125407,0x0433305Ae161d28eD1408D11581610339dfC9BE4,HLP,14210101303971,30664160733714039756,75227621215034900000,15045524243006980000,75.2276212150349,15.04552424300698
0x0697A61f94DCd7eA71ea08f569961Af74d46CF7A,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,2,1026173333840929018,1.0261733338409291,0x483D07BC99CdD1DF66F64aE0A769A70725C46fA4,HLP,8815332585594,27763664008982937,9018295564266589000,1803659112853318000,9.01829556426659,1.803659112853318
0x069b7E18AA622b1F0FD61f787a037fd52E40900F,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,1,39443117,3.9443117e-11,0x0433305Ae161d28eD1408D11581610339dfC9BE4,HLP,14210101303971,159661280,400829408.31438076,80165881.66287616,4.0082940831438077e-10,8.016588166287616e-11
0x06Bd6890A9F460A6Cacad67D116fD552DaD61EdD,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,1,39443117,3.9443117e-11,0x0433305Ae161d28eD1408D11581610339dfC9BE4,HLP,14210101303971,159649681,400841007.31438076,80168201.46287616,4.0084100731438075e-10,8.016820146287615e-11
0x06c922aB286196B558A0eF8dAbD99E2b98bD4166,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,2,20549017468043404478,20.549017468043402,0x483D07BC99CdD1DF66F64aE0A769A70725C46fA4,HLP,8815332585594,1105493195932918942,180040930092050400000,36008186018410082000,180.04093009205042,36.00818601841008
0x06DBc2A657f7fEa67A89C7f267BFCc722E014494,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,1,900291773162593742944,900.2917731625937,0x0433305Ae161d28eD1408D11581610339dfC9BE4,HLP,14210101303971,6597807212134137396516,6.195430087637999e+21,1.2390860175275999e+21,6195.430087637998,1239.0860175275998
0x06E0444De2397806621d0C61846394350436668d,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,2,33969163047956461797,33.969163047956464,0x483D07BC99CdD1DF66F64aE0A769A70725C46fA4,HLP,8815332585594,138872566868507034821,160576903053499170000,32115380610699833000,160.57690305349917,32.11538061069983
0x07009cdA63301F0c12FBdB0BDE3388e0CfE23D3d,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,1,39443117,3.9443117e-11,0x0433305Ae161d28eD1408D11581610339dfC9BE4,HLP,14210101303971,159644769,400845919.31438076,80169183.86287615,4.008459193143808e-10,8.016918386287615e-11
0x0713D8972c619A0254907aD7Fb95D48526Aa4e65,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,2,37637259508872171047,37.63725950887217,0x483D07BC99CdD1DF66F64aE0A769A70725C46fA4,HLP,8815332585594,144604389121965849242,187180571059052580000,37436114211810520000,187.18057105905257,37.43611421181052
0x074a2807D0941a248109450ADD7b4aD521ACbB28,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,2,187800286762774192,0.18780028676277422,0x483D07BC99CdD1DF66F64aE0A769A70725C46fA4,HLP,8815332585594,688842265151995658,966679722331785200,193335944466357060,0.9666797223317852,0.19333594446635705
0x075AD09E2B27be785c863d756096D0aebCF13118,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,1,631005707540335826,0.6310057075403359,0x0433305Ae161d28eD1408D11581610339dfC9BE4,HLP,14210101303971,6429502984102238441,2537152043429831700,507430408685966340,2.5371520434298316,0.5074304086859663
0x076350863bB3E74Fb8FEF5642141F382986c62Da,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,3,18134417144,1.8134417144e-8,0x50Cc648E45B84D68405BA0707e94c507b08e593d,HLP,10897474520472299023,691083467273722,196928265303082300,39385653060616460,0.1969282653030823,0.03938565306061646
0x076C48C9Ef4C50D84C689526d086bA56270e406c,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,1,83225314462176894831,83.22531446217688,0x0433305Ae161d28eD1408D11581610339dfC9BE4,HLP,14210101303971,564741803025281259922,617898346537095000000,123579669307419000000,617.898346537095,123.579669307419
0x076C48C9Ef4C50D84C689526d086bA56270e406c,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,8,23336309271318,0.000023336309271318,0xF70a9Af9f581c2F752Acc779148712c43E58d2f0,HLP,14454467689890940716,91154239685804237080,246159688677764170000,49231937735552836000,246.15968867776417,49.23193773555283
0x0785C2c858b9ebB0089827b4544a563237C4CB18,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,1,39443117,3.9443117e-11,0x0433305Ae161d28eD1408D11581610339dfC9BE4,HLP,14210101303971,159650890,400839798.31438076,80167959.66287616,4.008397983143808e-10,8.016795966287616e-11
0x07AdD328eC4F43b6d832ecef27F1a894b743b989,0x90Df158ff7c31aD1d81ddDb1D8ab9d0eCBCeDa20,1,39443117,3.9443117e-11,0x0433305Ae161d28eD1408D11581610339dfC9BE4,HLP,14210101303971,159636714,400853974.31438076,80170794.86287615,4.0085397431438074e-10,8.017079486287614e-11
