Wallet,Farm,Pid,Amount,Formatted Amount,Token,Symbol,Accumulated Reward Per Share,RewardDebt,Pending ORI,Pending JUMP,Formatted Pending ORI,Formatted Pending JUMP
0x05a0fCd4af724DFC51Ba32114be70d5a837370Ef,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,10,221994693851408324,0.22199469385140833,0xA9f2556C9bC830c978F9de5DB67bA40C12A4e9C4,TLP,181660398623902,37354431673936765216,2973212903501152000,594642580700230400,2.9732129035011523,0.5946425807002303
0x05a0fCd4af724DFC51Ba32114be70d5a837370Ef,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,12,385623323605635740893,385.62332360563573,0x97243835aC292eAC2BC65510BD0615AEd36890Bd,TLP,5223928236910,1607294958821688915668,407173610172874200000,81434722034574850000,407.17361017287425,81.43472203457485
0x05a0fCd4af724DFC51Ba32114be70d5a837370Ef,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,48,361429332817122,0.000361429332817122,0xC5ef1eF4D3E8A7186946fCe3DD11008124977759,TLP,144909813838077353,51222909195258627354,1151748138891018200,230349627778203650,1.1517481388910182,0.23034962777820364
0x05A30CC0e108606fa036023D09dD8a1a7aD8E329,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,79,1115530276484303,0.001115530276484303,0x95633Aa186acFb3666E1d392210E5ea1c2F613C5,TLP,2185553585158552,290010205372165085,2148040989751014000,429608197950202750,2.148040989751014,0.4296081979502028
0x05ffC1aa6133f6f777b589d0087ca88598df9e82,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,58,1119629803744864117,1.1196298037448642,0xeca09535293C08b412F9d301a04B3e659E8766FE,TLP,41305751868319,23286739368590982968,22960411489269080000,4592082297853816000,22.96041148926908,4.592082297853816
0x05ffC1aa6133f6f777b589d0087ca88598df9e82,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,59,38390457353627521053,38.390457353627525,0x3BC2EA0814bc784bD570c28b46fD2a1252Ce99Ad,TLP,1756396268710,32287709910288838905,35141146139692930000,7028229227938586000,35.14114613969293,7.028229227938586
0x0634A0414F654f1582DFf2685a9447466B6e63aC,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,2,2525486755755132964,2.525486755755133,0x3701cFE08a3f0b629dBcaEcebA773A8B4f0044E3,TLP,426716335804743,763316544967163582551,314349909572074730000,62869981914414950000,314.34990957207475,62.86998191441495
0x0681661dc92E748a74a1310285431EeAC0422976,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,44,42651015442814,0.000042651015442814,0x91472256FF14320410d1aC5e1D8f066287DD9b23,TLP,74962197471581,71301566531252,3125912275456422,625182455091284.4,0.003125912275456422,0.0006251824550912844
0x07197EBFF88dbF51924e845963ec783Ad20E4FB5,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,27,282331450377023973511,282.331450377024,0x6E94fB9C08f7e651BF0eD732708E5f148dB061c6,TLP,12076818831175,268183576493602650053,3.141482200052591e+21,628296440010518200000,3141.482200052591,628.2964400105182
0x07197EBFF88dbF51924e845963ec783Ad20E4FB5,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,57,1664791851440590,0.00166479185144059,0x69C070790aEA6187dA80966bfbd853b21665e961,TLP,659841719289,156451196501330,942047921011546.4,188409584202309.28,0.0009420479210115463,0.00018840958420230928
0x0795aF1757Ee7ffd39F43be0440601ee4Ee72CFb,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,1,13079450853662285350,13.079450853662285,0xf0696E201D20b553792ac2578429B791625308A0,TLP,293383536886165,1703239115753935316872,2.134056436222276e+21,426811287244455150000,2134.056436222276,426.8112872444552
0x07df4A7B2E156763a6259FD038f4d1461880c18a,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,1,1181913901100673308,1.1819139011006732,0xf0696E201D20b553792ac2578429B791625308A0,TLP,293383536886165,129391312708717564811,217362767891123000000,43472553578224600000,217.362767891123,43.4725535782246
0x0847EFF1Bd5d62EaB9c187B936dC96190fA4E7E1,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,1,21587401791634015,0.021587401791634014,0xf0696E201D20b553792ac2578429B791625308A0,TLP,293383536886165,2936144050670094524,3397244239142229000,679448847828445800,3.397244239142229,0.6794488478284458
0x084c4F99Bd5a6cC37586A8915396B69aDFE7084f,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,27,23428312205232166937,23.428312205232167,0x6E94fB9C08f7e651BF0eD732708E5f148dB061c6,TLP,12076818831175,76180292597619392433,206759189425175560000,41351837885035110000,206.75918942517555,41.35183788503511
0x08a14fe1eC175968342f754C6b8FB36eE12Bd0b5,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,2,460577734352205981,0.46057773435220595,0x3701cFE08a3f0b629dBcaEcebA773A8B4f0044E3,TLP,426716335804743,99533206469993021430,97002836686030590000,19400567337206116000,97.00283668603059,19.400567337206116
0x0952ecc0080Ed9A0cBD5839a3CC6758b85C3a835,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,16,97622152974000591016,97.62215297400058,0x09B6A72cf14067cDD435e4B12cAA753404333042,TLP,3726454920372,14935885398899292560,348848666888373300000,69769733377674660000,348.84866688837326,69.76973337767465
0x09ED0Ba0a6331Cabafb8f2E9481B3c3b60af2A6B,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,1,89387689610840712723,89.38768961084072,0xf0696E201D20b553792ac2578429B791625308A0,TLP,293383536886165,22602003374546940099387,3.622873157564214e+21,724574631512842700000,3622.8731575642137,724.5746315128426
0x09ED0Ba0a6331Cabafb8f2E9481B3c3b60af2A6B,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,73,1362795481176493031377,1362.795481176493,0x5B8Ba3E399b06e09a203094A3B3227d2dAfa4FbA,TLP,10902028071744,13110062992691621416682,1.7471715991403773e+21,349434319828075500000,1747.1715991403773,349.4343198280755
0x0a2d3Dd46E44AcEC0DA085268502880bB384bCC0,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,1,1089421470329601185,1.0894214703296012,0xf0696E201D20b553792ac2578429B791625308A0,TLP,293383536886165,213796981115049730412,105821343009974910000,21164268601994980000,105.82134300997491,21.16426860199498
0x0a2d3Dd46E44AcEC0DA085268502880bB384bCC0,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,2,273843208058295072,0.2738432080582951,0x3701cFE08a3f0b629dBcaEcebA773A8B4f0044E3,TLP,426716335804743,80395105740659549591,36458264586991993000,7291652917398399000,36.458264586991994,7.291652917398399
0x0a2d3Dd46E44AcEC0DA085268502880bB384bCC0,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,35,41833736761081750633,41.83373676108175,0x4A2D3Cc966676f6bd912Ca72eF0b911F3BCD3bC0,TLP,3691777826861,82111512374608883572,72329349414692620000,14465869882938524000,72.32934941469262,14.465869882938524
0x0a60cCE8D8b91e06e01f344dd16d4B8697b3795E,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,1,821086218872475104,0.8210862188724751,0xf0696E201D20b553792ac2578429B791625308A0,TLP,293383536886165,93942310261162722200,146950868720131850000,29390173744026370000,146.95086872013184,29.39017374402637
0x0a9b181Da5D4a4a53b89f2E6CFf08BaEEE43De6c,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,1,15981537524451231480,15.981537524451232,0xf0696E201D20b553792ac2578429B791625308A0,TLP,293383536886165,4389535965357222252172,299184038445246300000,59836807689049260000,299.1840384452463,59.83680768904926
0x0b01b5d3483fD5d40c93490ED2f9E12634073BE7,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,1,2847245120640121166,2.8472451206401215,0xf0696E201D20b553792ac2578429B791625308A0,TLP,293383536886165,468443061001786860319,366891782873487500000,73378356574697505000,366.8917828734875,73.3783565746975
0x0B2E4afeF808E1CeAEb240622135d4B71DBAdbEF,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,1,1926672433360995750,1.926672433360996,0xf0696E201D20b553792ac2578429B791625308A0,TLP,293383536886165,354561158163935955616,210692814756586980000,42138562951317400000,210.69281475658698,42.1385629513174
0x0B48D1e6cEB12fa1643385A1aaec0cb7B2CeC73b,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,1,69618740572700480545,69.61874057270049,0xf0696E201D20b553792ac2578429B791625308A0,TLP,293383536886165,19596185655092457551637,828806687686769200000,165761337537353840000,828.8066876867692,165.76133753735385
0x0B48D1e6cEB12fa1643385A1aaec0cb7B2CeC73b,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,2,5924730454951552355,5.924730454951552,0x3701cFE08a3f0b629dBcaEcebA773A8B4f0044E3,TLP,426716335804743,2448418045111558860435,79761225256135030000,15952245051227007000,79.76122525613503,15.952245051227006
0x0b7F08CDacDAa6E0b9f8e7b114d41161EE96f0b0,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,1,14573510245796913982,14.573510245796912,0xf0696E201D20b553792ac2578429B791625308A0,TLP,293383536886165,1953341675339382659470,2.3222863054192792e+21,464457261083855800000,2322.2863054192794,464.4572610838558
0x0BCB211Be061d5eb3C4308Ba741BC401c9F217f2,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,1,444835581151881368,0.4448355811518813,0xf0696E201D20b553792ac2578429B791625308A0,TLP,293383536886165,57374049714978208622,73133386416173420000,14626677283234683000,73.13338641617342,14.626677283234683
0x0BD10F96958D31Ee0353Ac4F617D7c08323c97d9,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,1,27829215695589029019,27.829215695589028,0xf0696E201D20b553792ac2578429B791625308A0,TLP,293383536886165,7540571220156296916718,624062509383587700000,124812501876717550000,624.0625093835878,124.81250187671755
0x0c22EfA4259297DDC30BC744695315ce83e58adD,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,1,1929617555692857267,1.9296175556928574,0xf0696E201D20b553792ac2578429B791625308A0,TLP,293383536886165,240406896327261705688,325711126999545300000,65142225399909060000,325.7111269995453,65.14222539990905
0x0c8C84B804066fD8977A77C7B4302A5b8f58A29e,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,1,69042906616945522302,69.04290661694553,0xf0696E201D20b553792ac2578429B791625308A0,TLP,293383536886165,18144348372124485729064,2.111703768056195e+21,422340753611239000000,2111.703768056195,422.340753611239
0x0CE56280BF51dC8211952C3522D4E1CE917319A6,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,72,62360917709394104,0.0623609177093941,0x8d0008E53d3843Fae0f1249Fa26d91aB4902bF5e,TLP,214313308830769,1301638227624526787,12063136388399022000,2412627277679804400,12.063136388399021,2.4126272776798046
0x0dea1C278Fc9cA793e31FDfc893E38031d1C62E3,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,1,8594127761703284052,8.594127761703284,0xf0696E201D20b553792ac2578429B791625308A0,TLP,293383536886165,2413889941336506396110,107485657843583940000,21497131568716788000,107.48565784358394,21.49713156871679
0x0dFBf3B041b2f318Dada1933c8d11f8613E4807E,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,72,181305799708376542,0.18130579970837654,0x8d0008E53d3843Fae0f1249Fa26d91aB4902bF5e,TLP,214313308830769,1860383717820293182,36995862127890555000,7399172425578111000,36.995862127890554,7.399172425578111
0x0E6613a0FFdDb04D2E37E476949E744b5D9c8C7C,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,1,1935979972940841608,1.9359799729408418,0xf0696E201D20b553792ac2578429B791625308A0,TLP,293383536886165,454295127106481120746,113689524695685070000,22737904939137016000,113.68952469568507,22.737904939137017
0x0F45888184E3C53D373a91C9C261683Bb49a6025,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,2,5896574553499954477,5.8965745534999545,0x3701cFE08a3f0b629dBcaEcebA773A8B4f0044E3,TLP,426716335804743,2411945584228848588642,104219103040140480000,20843820608028094000,104.21910304014048,20.843820608028093
0x0f5aB2B1E8C8bd006998FBEf515513F9779f04f6,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,2,5010300884303494209,5.010300884303494,0x3701cFE08a3f0b629dBcaEcebA773A8B4f0044E3,TLP,426716335804743,1392801983409614145809,745175251219636600000,149035050243927300000,745.1752512196366,149.03505024392732
0x0F7594474Db81B82a80DE108044A837eA1E88EE0,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,2,172861692199783906,0.1728616921997839,0x3701cFE08a3f0b629dBcaEcebA773A8B4f0044E3,TLP,426716335804743,30112848624067696339,43650059272431420000,8730011854486284000,43.65005927243142,8.730011854486284
0x0fD123C80dFbF028e293205D5b8D25451b4725F9,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,27,6996769452151483364,6.996769452151484,0x6E94fB9C08f7e651BF0eD732708E5f148dB061c6,TLP,12076818831175,13419348538485116496,71079368538647920000,14215873707729584000,71.07936853864793,14.215873707729584
0x101361ce9ffbF82C95402212E81c76877f469C19,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,1,7098009191957848503,7.098009191957848,0xf0696E201D20b553792ac2578429B791625308A0,TLP,293383536886165,2030944698050566390836,51494343536537240000,10298868707307448000,51.49434353653724,10.298868707307449
0x106eB003AC4B88643b64769Db1695b716B722428,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,1,776122664387751451,0.7761226643877515,0xf0696E201D20b553792ac2578429B791625308A0,TLP,293383536886165,93206433218965153623,134495179116627380000,26899035823325475000,134.49517911662738,26.899035823325473
0x10723501AE254d4a0757Bff7C0B284944Ddd47f1,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,40,37184437692742,0.000037184437692742,0xb326CF38650EAFeB97cCF7F652f4D03e905bD040,TLP,25924279408318550,128090259180411176,835889493207444500,167177898641488900,0.8358894932074444,0.1671778986414889
0x10e16700d6fcB07B7556ECcF617DC0882E42e5ab,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,1,25252968382586,0.000025252968382586,0xf0696E201D20b553792ac2578429B791625308A0,TLP,293383536886165,4757795991098223,2651009189859355,530201837971871,0.002651009189859355,0.000530201837971871
0x1197f1D2b8B6FC2d2a799B6Cbf2eC2e14be550AE,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,11,669817460126117606,0.6698174601261176,0x5EAD38FC2ea515fd17167968c6BB08F3fa4d7a9A,TLP,9787982071018,8529791355588155,6547631499213664000,1309526299842732800,6.547631499213664,1.3095262998427328
0x12FF72835018CF0F01Ea5708055C0782EC947c23,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,1,1623159163941966416,1.6231591639419662,0xf0696E201D20b553792ac2578429B791625308A0,TLP,293383536886165,287814339172154942722,188393837274329700000,37678767454865940000,188.3938372743297,37.67876745486594
0x1332d99E6ea44C2904009cDcBF8CE215477ce102,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,1,346874767529599412,0.34687476752959945,0xf0696E201D20b553792ac2578429B791625308A0,TLP,293383536886165,82470267488058853176,19297078666341286000,3859415733268257300,19.297078666341285,3.8594157332682575
0x13703a9A9eff368a28976EbFdcd0283185839C26,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,2,586704553818331635,0.5867045538183316,0x3701cFE08a3f0b629dBcaEcebA773A8B4f0044E3,TLP,426716335804743,118036945000469663252,132319472404845430000,26463894480969085000,132.31947240484544,26.463894480969085
0x13a658496632f1535Be70A7993181CD4590E978c,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,1,4163297831662491676,4.163297831662492,0xf0696E201D20b553792ac2578429B791625308A0,TLP,293383536886165,1129856360666355707458,91586682297287700000,18317336459457540000,91.58668229728771,18.31733645945754
0x141aDc1feB573278a0C50c80EAF73c07DaE8FEB1,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,1,654314550450710661,0.6543145504507106,0xf0696E201D20b553792ac2578429B791625308A0,TLP,293383536886165,150814699309367544281,41150417737942990000,8230083547588598000,41.15041773794299,8.230083547588597
0x148F475519717621dC21779F7fC77f965c01eF74,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,27,602728626127809681508,602.7286261278097,0x6E94fB9C08f7e651BF0eD732708E5f148dB061c6,TLP,12076818831175,3959346474046928793668,3.3196979480616396e+21,663939589612327900000,3319.6979480616396,663.939589612328
0x14D61b17017530C52e42A50A9B1638C892A823Ad,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,1,913676779855759508,0.9136767798557595,0xf0696E201D20b553792ac2578429B791625308A0,TLP,293383536886165,251742789123748041371,16314936121096634000,3262987224219327000,16.314936121096633,3.262987224219327
0x14D61b17017530C52e42A50A9B1638C892A823Ad,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,2,194555795485910480,0.19455579548591045,0x3701cFE08a3f0b629dBcaEcebA773A8B4f0044E3,TLP,426716335804743,78941717870048147886,4078418289276518400,815683657855303700,4.078418289276518,0.8156836578553037
0x14Fd64e687EA86ECE0EdC446275b1E0772F5a6bb,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,16,97139055264178451844,97.13905526417845,0x09B6A72cf14067cDD435e4B12cAA753404333042,TLP,3726454920372,46200654616120213332,315783655833365250000,63156731166673050000,315.78365583336523,63.156731166673055
0x156c5f1A9B96aBb3Ba999F5a912FE10264e3Ff17,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,79,5785527779863041,0.005785527779863041,0x95633Aa186acFb3666E1d392210E5ea1c2F613C5,TLP,2185553585158552,2100522443980253040,10544058537333813000,2108811707466762800,10.544058537333813,2.1088117074667627
0x15EAbDfffffB9234203aB1A67016AaE14D4D3CC4,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,1,17605382823212922702,17.605382823212924,0xf0696E201D20b553792ac2578429B791625308A0,TLP,293383536886165,4835557815382234689251,329571665526909800000,65914333105381966000,329.57166552690984,65.91433310538197
0x1666A0C2fA768a92298D06d4D39fA2aEd151c90f,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,1,5052445463867132630,5.052445463867133,0xf0696E201D20b553792ac2578429B791625308A0,TLP,293383536886165,615173717783159128082,867130602330641000000,173426120466128200000,867.130602330641,173.4261204661282
0x16FA8FE586fAA4aEF3EE14A52E0e990e366B7fE9,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,27,79132730169495529106,79.13273016949553,0x6E94fB9C08f7e651BF0eD732708E5f148dB061c6,TLP,12076818831175,854661551875210763488,101010093998043040000,20202018799608607000,101.01009399804303,20.202018799608606
0x1735A09531BCE3cCa43475F36A08be25035FB1b4,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,2,430282135364844607,0.4302821353648446,0x3701cFE08a3f0b629dBcaEcebA773A8B4f0044E3,TLP,426716335804743,65077045382596236291,118531370782530670000,23706274156506132000,118.53137078253067,23.706274156506133
0x1735A09531BCE3cCa43475F36A08be25035FB1b4,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,9,2904424101629740587,2.9044241016297407,0x57BdcAc569aD66EAeea7d494e64599086F52cD0F,TLP,41625052275125,50671005486312763440,70225799573158130000,14045159914631627000,70.22579957315813,14.045159914631627
0x179087AbdE21dE85eFBB9195149dFb7b9E9eD758,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,1,591187615594625385,0.5911876155946254,0xf0696E201D20b553792ac2578429B791625308A0,TLP,293383536886165,159662074782735624740,13782638843714110000,2756527768742822000,13.782638843714109,2.756527768742822
0x18606745Cf9AB9C4aDA2ec1aeC2A526bb3764823,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,1,14689801580885205024,14.689801580885206,0xf0696E201D20b553792ac2578429B791625308A0,TLP,293383536886165,2195128355915789061882,2.1146175880402908e+21,422923517608058160000,2114.6175880402907,422.92351760805815
0x1868979aF8aB86e0B15E9252D990bd62856C86CF,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,85,153278142328,1.53278142328e-7,0x11C9703170321596978233A9309efDe9179a9C28,TLP,72074123336353740662,7107736329286800521,3939651405628656600,787930281125731300,3.9396514056286565,0.7879302811257314
0x18E870C3EAc9be4ccbF6D82F3D8f6Fba9f866f32,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,1,9857849406214214782,9.857849406214216,0xf0696E201D20b553792ac2578429B791625308A0,TLP,293383536886165,2726338745865966469939,165791979020341480000,33158395804068295000,165.79197902034147,33.15839580406829
0x19C0270b3428649508c9Db2e317E13dce73CeE55,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,1,9250705554437605212,9.250705554437605,0xf0696E201D20b553792ac2578429B791625308A0,TLP,293383536886165,2281887880925198854992,432116833328197300000,86423366665639460000,432.1168333281973,86.42336666563946
0x1A16627287e3658648E89D5604071ff8e77ff2f3,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,31,35973849912710,0.00003597384991271,0xe235e8eF57C96b71e17814010546A7580F2ee34e,TLP,338945226195356451,4088215792093949988,8104948903687346000,1620989780737469200,8.104948903687346,1.6209897807374691
0x1A16627287e3658648E89D5604071ff8e77ff2f3,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,41,5961015297494067,0.005961015297494067,0xafa6304A362085Ce99a8986893a2C41B24668e79,TLP,3075582260998998,319571538081971443,18014021368434446000,3602804273686889500,18.014021368434445,3.6028042736868895
0x1a4AD9B395f081FB46c88094b3CBd3C967587EE7,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,1,7738931432156987630,7.7389314321569875,0xf0696E201D20b553792ac2578429B791625308A0,TLP,293383536886165,1922325977774856618664,348149097510874640000,69629819502174930000,348.14909751087464,69.62981950217493
0x1a4AD9B395f081FB46c88094b3CBd3C967587EE7,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,27,36280088851541898645,36.2800888515419,0x6E94fB9C08f7e651BF0eD732708E5f148dB061c6,TLP,12076818831175,339121563180360623938,99026497058642790000,19805299411728556000,99.02649705864279,19.805299411728555
0x1a4AD9B395f081FB46c88094b3CBd3C967587EE7,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,89,17174385996246616812,17.174385996246617,0x84aF8912A8Dcd8023D2608E83C5536387F424036,TLP,13909204963186,149599665317302523180,89282389621363020000,17856477924272603000,89.28238962136301,17.856477924272603
0x1Ad9Af11D439EDc3A5c553f2fA4f85366e6db5d4,0x4F1818Ff649498a2441aE1AD29ccF55a8E1C6250,1,31132154598275819857,31.13215459827582,0xf0696E201D20b553792ac2578429B791625308A0,TLP,293383536886165,8956600773945100428481,177060852983945760000,35412170596789150000,177.06085298394575,35.41217059678915
